19,0.15,5.997906500007957,39.18580590002239,
19,0.15,6.738709299999755,38.55635999998776,
19,0.15,7.306540300021879,36.01953879999928,
19,0.15,4.576266400050372,24.98448720003944,
19,0.15,18.552255199989304,18.79472559998976,
19,0.15,3.934642000007443,31.140235500002746,
19,0.15,4.141274800000247,29.11608599999454,
19,0.15,3.3732721999986097,35.3581268999842,
19,0.15,9.57066039997153,48.53070649999427,
19,0.15,6.793348499981221,30.056784400017932,
19,0.15,9.264105500013102,23.263745600008406,
19,0.15,2.8250765000120737,16.80513669998618,
19,0.15,2.8954533000360243,23.23626289999811,
19,0.15,4.99971080000978,25.64537740004016,
19,0.15,3.4626492999959737,21.4816417999682,
19,0.15,3.1297658999683335,26.433812400035094,
19,0.15,4.183188900002278,39.45778549998067,
19,0.15,3.2104460000409745,16.58805039996514,
19,0.15,2.8440318999928422,16.46677840000484,
19,0.15,2.8097109000082128,16.458449400030077,
